course_id,major_group,enrollments
SOC-220,Exercise Science,13
SOC-220,Health Promotion,13
SOC-220,Microbiology and Infectious Disease,1
SOC-220,Other,2
SOC-253,Anatomy and Physiology,5
SOC-253,Behavioral and Cognitive Neuroscience,2
SOC-253,Cell and Molecular Neuroscience,1
SOC-253,Exercise Science,7
SOC-253,Health Promotion,5
SOC-253,Microbiology and Infectious Disease,3
SOC-253,Other,1
SOC-270,Environmental and Public Health,1
SOC-270,Health Promotion,1
SOC-271,Anatomy and Physiology,3
SOC-271,Health Promotion,1
SOC-301,Behavioral and Cognitive Neuroscience,1
SOC-301,Microbiology and Infectious Disease,1
SOC-302,Anatomy and Physiology,3
SOC-302,Behavioral and Cognitive Neuroscience,1
SOC-311,Anatomy and Physiology,1
SOC-311,Behavioral and Cognitive Neuroscience,1
SOC-324,Health Promotion,1
SOC-333,Behavioral and Cognitive Neuroscience,1
SOC-334,Behavioral and Cognitive Neuroscience,1
SOC-344,Anatomy and Physiology,1
SOC-344,Environmental and Public Health,1
SOC-352,Behavioral and Cognitive Neuroscience,1
SOC-356,Behavioral and Cognitive Neuroscience,1
SOC-357,Anatomy and Physiology,1
SOC-358,Anatomy and Physiology,1
SOC-372,Anatomy and Physiology,1
SOC-372,Behavioral and Cognitive Neuroscience,1
SOC-372,Microbiology and Infectious Disease,1
SOC-482A,Anatomy and Physiology,1
SOC-482B,Anatomy and Physiology,1
SOCR-171,Anatomy and Physiology,2
SOCR-171,Environmental and Public Health,2
SOCR-200,Exercise Science,1
SOCR-240,Exercise Science,2
SOCR-301,Anatomy and Physiology,1
SOCR-320,Anatomy and Physiology,1
SOCR-330,Anatomy and Physiology,275
SOCR-330,Behavioral and Cognitive Neuroscience,2
SOCR-330,Environmental and Public Health,9
SOCR-330,Exercise Science,55
SOCR-330,Health Promotion,4
SOCR-330,Microbiology and Infectious Disease,12
SOCR-330,Other,6
SOCR-455,Microbiology and Infectious Disease,1
SOWK-120,Anatomy and Physiology,1
SOWK-150,Anatomy and Physiology,1
SOWK-150,Exercise Science,1
SOWK-150,Health Promotion,3
SPCM-100,Anatomy and Physiology,49
SPCM-100,Behavioral and Cognitive Neuroscience,13
SPCM-100,Cell and Molecular Neuroscience,4
SPCM-100,Environmental and Public Health,6
SPCM-100,Exercise Science,128
SPCM-100,Health Promotion,63
SPCM-100,Microbiology and Infectious Disease,14
SPCM-100,Neuroscience,1
SPCM-100,Other,7
SPCM-130,Behavioral and Cognitive Neuroscience,2
SPCM-130,Exercise Science,4
SPCM-130,Health Promotion,8
SPCM-130,Microbiology and Infectious Disease,2
SPCM-130,Neuroscience,2
SPCM-130,Other,2
SPCM-200,Anatomy and Physiology,12
SPCM-200,Cell and Molecular Neuroscience,1
SPCM-200,Environmental and Public Health,2
SPCM-200,Exercise Science,387
SPCM-200,Health Promotion,205
SPCM-200,Microbiology and Infectious Disease,7
SPCM-200,Neuroscience,1
SPCM-200,Other,12
SPCM-201,Anatomy and Physiology,2
SPCM-201,Behavioral and Cognitive Neuroscience,5
SPCM-201,Exercise Science,3
SPCM-201,Health Promotion,2
SPCM-207,Health Promotion,1
SPCM-232,Exercise Science,1
SPCM-331,Microbiology and Infectious Disease,1
SPCM-334,Exercise Science,1
SPCM-337,Anatomy and Physiology,1
SPCM-341,Health Promotion,1
SPCM-342,Health Promotion,1
SPCM-350,Anatomy and Physiology,2
SPCM-350,Exercise Science,3
SPCM-357,Anatomy and Physiology,2
SPCM-358B,Anatomy and Physiology,2
SPCM-358C,Anatomy and Physiology,2
SPCM-408,Exercise Science,1
SPCM-486B,Health Promotion,1
SPMT-201,Exercise Science,4
SPMT-201,Health Promotion,9
SPMT-240,Exercise Science,1
SPMT-240,Health Promotion,5
SPMT-314,Health Promotion,3
SPMT-339,Exercise Science,1
SPMT-339,Health Promotion,4
SPMT-487,Health Promotion,3
STAR-511,Microbiology and Infectious Disease,1
STAT-100,Health Promotion,2
STAT-100,Neuroscience,1
STAT-100,Other,1
STAT-158,Anatomy and Physiology,1
STAT-158,Behavioral and Cognitive Neuroscience,1
STAT-158,Cell and Molecular Neuroscience,2
STAT-158,Health Promotion,1
STAT-158,Microbiology and Infectious Disease,2
STAT-192,Health Promotion,1
STAT-201,Anatomy and Physiology,5
STAT-201,Cell and Molecular Neuroscience,1
STAT-201,Exercise Science,112
STAT-201,Health Promotion,212
STAT-201,Microbiology and Infectious Disease,4
STAT-201,Other,9
STAT-204,Anatomy and Physiology,4
STAT-204,Exercise Science,4
STAT-204,Health Promotion,2
STAT-204,Other,1
STAT-301,Anatomy and Physiology,172
STAT-301,Behavioral and Cognitive Neuroscience,37
STAT-301,Cell and Molecular Neuroscience,19
STAT-301,Environmental and Public Health,14
STAT-301,Exercise Science,179
STAT-301,Health Promotion,46
STAT-301,Microbiology and Infectious Disease,44
STAT-301,Other,10
STAT-302A,Exercise Science,2
STAT-302A,Health Promotion,1
STAT-307,Anatomy and Physiology,72
STAT-307,Behavioral and Cognitive Neuroscience,29
STAT-307,Cell and Molecular Neuroscience,17
STAT-307,Environmental and Public Health,15
STAT-307,Exercise Science,24
STAT-307,Health Promotion,4
STAT-307,Microbiology and Infectious Disease,28
STAT-307,Neuroscience,1
STAT-307,Other,2
STAT-315,Anatomy and Physiology,1
STAT-315,Cell and Molecular Neuroscience,3
STAT-315,Exercise Science,2
STAT-331,Behavioral and Cognitive Neuroscience,1
STAT-341,Behavioral and Cognitive Neuroscience,1
STAT-341,Cell and Molecular Neuroscience,1
STAT-341,Microbiology and Infectious Disease,1
STAT-342,Behavioral and Cognitive Neuroscience,1
STAT-342,Cell and Molecular Neuroscience,1
STAT-342,Microbiology and Infectious Disease,1
STAT-384,Microbiology and Infectious Disease,1
STAT-420,Cell and Molecular Neuroscience,1
STAT-420,Microbiology and Infectious Disease,1
STAT-460,Cell and Molecular Neuroscience,1
STAT-495,Health Promotion,1
TH-141,Anatomy and Physiology,5
TH-141,Behavioral and Cognitive Neuroscience,1
TH-141,Cell and Molecular Neuroscience,1
TH-141,Exercise Science,9
TH-141,Health Promotion,8
TH-141,Microbiology and Infectious Disease,1
TH-400,Exercise Science,2
VMBS-100,Anatomy and Physiology,814
VMBS-100,Behavioral and Cognitive Neuroscience,2
VMBS-100,Environmental and Public Health,80
VMBS-100,Exercise Science,44
VMBS-100,Health Promotion,12
VMBS-100,Microbiology and Infectious Disease,238
VMBS-100,Other,42
VMBS-101,Anatomy and Physiology,1
VMBS-165,Anatomy and Physiology,5
VMBS-165,Behavioral and Cognitive Neuroscience,1
VMBS-165,Microbiology and Infectious Disease,4
VMBS-165,Neuroscience,1
VMBS-180A1,Anatomy and Physiology,2
VMBS-180A2,Anatomy and Physiology,3
VMBS-180A2,Microbiology and Infectious Disease,2
VMBS-192,Anatomy and Physiology,29
VMBS-192,Behavioral and Cognitive Neuroscience,5
VMBS-192,Microbiology and Infectious Disease,18
VMBS-192,Neuroscience,3
VMBS-192,Other,1
VMBS-480A1,Cell and Molecular Neuroscience,1
VMBS-480A1,Environmental and Public Health,1
VS-331,Anatomy and Physiology,5
VS-331,Cell and Molecular Neuroscience,1
VS-331,Exercise Science,1
VS-331,Microbiology and Infectious Disease,6
VS-333,Anatomy and Physiology,1
VS-333,Microbiology and Infectious Disease,2
VS-495,Anatomy and Physiology,7
VS-495,Behavioral and Cognitive Neuroscience,1
VS-495,Cell and Molecular Neuroscience,1
VS-495,Exercise Science,1
VS-495,Microbiology and Infectious Disease,6
VS-533,Other,1
WR-204,Exercise Science,1
WR-204,Health Promotion,1
WS-200,Anatomy and Physiology,5
WS-200,Behavioral and Cognitive Neuroscience,1
WS-200,Exercise Science,1
WS-200,Health Promotion,4
WS-200,Microbiology and Infectious Disease,1
WS-270,Behavioral and Cognitive Neuroscience,1
WS-270,Exercise Science,2
WS-397,Microbiology and Infectious Disease,1
WS-472,Anatomy and Physiology,1
WS-495,Exercise Science,2
