course_id,major_group,term_year,term_season,term_class_level,course_grade
MU-100,Anatomy and Physiology,2023,Summer,Sophomore,A+
MU-100,Anatomy and Physiology,2024,Fall,Freshman,A
MU-100,Anatomy and Physiology,2024,Fall,Freshman,A+
MU-100,Anatomy and Physiology,2024,Fall,Junior,A
MU-100,Anatomy and Physiology,2024,Fall,Junior,A+
MU-100,Anatomy and Physiology,2024,Fall,Senior,A
MU-100,Anatomy and Physiology,2024,Fall,Senior,A+
MU-100,Anatomy and Physiology,2024,Fall,Sophomore,A
MU-100,Anatomy and Physiology,2024,Fall,Sophomore,A+
MU-100,Anatomy and Physiology,2024,Fall,Sophomore,A-
MU-100,Anatomy and Physiology,2024,Fall,Sophomore,C+
MU-100,Anatomy and Physiology,2024,Spring,Junior,A
MU-100,Anatomy and Physiology,2024,Spring,Junior,A+
MU-100,Anatomy and Physiology,2024,Spring,Sophomore,A
MU-100,Anatomy and Physiology,2024,Spring,Sophomore,A+
MU-100,Anatomy and Physiology,2024,Summer,Junior,A+
MU-100,Anatomy and Physiology,2025,Fall,Freshman,A
MU-100,Anatomy and Physiology,2025,Fall,Freshman,A+
MU-100,Anatomy and Physiology,2025,Fall,Freshman,A-
MU-100,Anatomy and Physiology,2025,Fall,Freshman,C+
MU-100,Anatomy and Physiology,2025,Fall,Freshman,D
MU-100,Anatomy and Physiology,2025,Fall,Junior,A+
MU-100,Anatomy and Physiology,2025,Fall,Junior,A-
MU-100,Anatomy and Physiology,2025,Fall,Junior,W
MU-100,Anatomy and Physiology,2025,Fall,Senior,A+
MU-100,Anatomy and Physiology,2025,Fall,Sophomore,A
MU-100,Anatomy and Physiology,2025,Fall,Sophomore,A+
MU-100,Anatomy and Physiology,2025,Fall,Sophomore,B
MU-100,Anatomy and Physiology,2025,Spring,Freshman,A-
MU-100,Anatomy and Physiology,2025,Spring,Junior,A
MU-100,Anatomy and Physiology,2025,Spring,Junior,A+
MU-100,Anatomy and Physiology,2025,Spring,Junior,B
MU-100,Anatomy and Physiology,2025,Spring,Senior,A
MU-100,Anatomy and Physiology,2025,Spring,Senior,B
MU-100,Anatomy and Physiology,2025,Spring,Senior - Second Bachelor,A
MU-100,Anatomy and Physiology,2025,Spring,Sophomore,A
MU-100,Anatomy and Physiology,2025,Spring,Sophomore,A+
MU-100,Anatomy and Physiology,2025,Spring,Sophomore,A-
MU-100,Anatomy and Physiology,2025,Spring,Sophomore,B
MU-100,Anatomy and Physiology,2025,Summer,Freshman,A
MU-100,Anatomy and Physiology,2025,Summer,Senior,A+
MU-100,Behavioral and Cognitive Neuroscience,2022,Fall,Freshman,A-
MU-100,Behavioral and Cognitive Neuroscience,2022,Fall,Sophomore,C+
MU-100,Behavioral and Cognitive Neuroscience,2023,Fall,Junior,A
MU-100,Behavioral and Cognitive Neuroscience,2023,Fall,Sophomore,A
MU-100,Behavioral and Cognitive Neuroscience,2023,Fall,Sophomore,B+
MU-100,Behavioral and Cognitive Neuroscience,2023,Spring,Freshman,B+
MU-100,Behavioral and Cognitive Neuroscience,2024,Fall,Freshman,A
MU-100,Behavioral and Cognitive Neuroscience,2024,Fall,Sophomore,B+
MU-100,Behavioral and Cognitive Neuroscience,2024,Spring,Sophomore,A+
MU-100,Behavioral and Cognitive Neuroscience,2024,Summer,Junior,A+
MU-100,Behavioral and Cognitive Neuroscience,2025,Fall,Freshman,B
MU-100,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,A+
MU-100,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,A+
MU-100,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,A
MU-100,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,A
MU-100,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,C+
MU-100,Cell and Molecular Neuroscience,2022,Fall,Sophomore,A+
MU-100,Cell and Molecular Neuroscience,2022,Fall,Sophomore,B-
MU-100,Cell and Molecular Neuroscience,2023,Fall,Junior,B
MU-100,Cell and Molecular Neuroscience,2024,Fall,Freshman,A+
MU-100,Cell and Molecular Neuroscience,2024,Fall,Senior,A+
MU-100,Cell and Molecular Neuroscience,2024,Fall,Sophomore,A+
MU-100,Cell and Molecular Neuroscience,2024,Summer,Sophomore,A+
MU-100,Cell and Molecular Neuroscience,2025,Fall,Sophomore,A
MU-100,Environmental and Public Health,2021,Fall,Freshman,A-
MU-100,Environmental and Public Health,2023,Spring,Junior,B+
MU-100,Environmental and Public Health,2023,Spring,Sophomore,B+
MU-100,Environmental and Public Health,2023,Summer,Junior,A+
MU-100,Environmental and Public Health,2024,Fall,Freshman,A
MU-100,Environmental and Public Health,2024,Fall,Sophomore,B-
MU-100,Environmental and Public Health,2024,Spring,Junior,A
MU-100,Environmental and Public Health,2024,Spring,Sophomore,A+
MU-100,Environmental and Public Health,2024,Spring,Sophomore,B
MU-100,Environmental and Public Health,2025,Fall,Freshman,F
MU-100,Environmental and Public Health,2025,Fall,Sophomore,A+
MU-100,Environmental and Public Health,2025,Fall,Sophomore,D
MU-100,Environmental and Public Health,2025,Fall,Sophomore,F
MU-100,Environmental and Public Health,2025,Spring,Freshman,RF
MU-100,Environmental and Public Health,2025,Spring,Sophomore,B+
MU-100,Exercise Science,2019,Spring,Sophomore,A+
MU-100,Exercise Science,2021,Fall,Freshman,B-
MU-100,Exercise Science,2021,Fall,Sophomore,A
MU-100,Exercise Science,2022,Fall,Freshman,A
MU-100,Exercise Science,2022,Fall,Freshman,A+
MU-100,Exercise Science,2022,Fall,Freshman,A-
MU-100,Exercise Science,2022,Fall,Freshman,B
MU-100,Exercise Science,2022,Fall,Freshman,B+
MU-100,Exercise Science,2022,Fall,Freshman,B-
MU-100,Exercise Science,2022,Fall,Freshman,C+
MU-100,Exercise Science,2022,Fall,Freshman,XF
MU-100,Exercise Science,2022,Fall,Sophomore,A
MU-100,Exercise Science,2022,Fall,Sophomore,A+
MU-100,Exercise Science,2022,Fall,Sophomore,A-
MU-100,Exercise Science,2022,Fall,Sophomore,B
MU-100,Exercise Science,2022,Fall,Sophomore,B+
MU-100,Exercise Science,2022,Spring,Freshman,A
MU-100,Exercise Science,2022,Spring,Freshman,RF
MU-100,Exercise Science,2022,Spring,Senior,A
MU-100,Exercise Science,2022,Summer,Freshman,A
MU-100,Exercise Science,2022,Summer,Sophomore,A
MU-100,Exercise Science,2023,Fall,Freshman,A
MU-100,Exercise Science,2023,Fall,Freshman,A+
MU-100,Exercise Science,2023,Fall,Freshman,A-
MU-100,Exercise Science,2023,Fall,Freshman,B
MU-100,Exercise Science,2023,Fall,Freshman,B+
MU-100,Exercise Science,2023,Fall,Freshman,B-
MU-100,Exercise Science,2023,Fall,Freshman,C
MU-100,Exercise Science,2023,Fall,Freshman,D
MU-100,Exercise Science,2023,Fall,Junior,A
MU-100,Exercise Science,2023,Fall,Junior,A+
MU-100,Exercise Science,2023,Fall,Junior,B+
MU-100,Exercise Science,2023,Fall,Sophomore,A
MU-100,Exercise Science,2023,Fall,Sophomore,A+
MU-100,Exercise Science,2023,Fall,Sophomore,A-
MU-100,Exercise Science,2023,Fall,Sophomore,B
MU-100,Exercise Science,2023,Fall,Sophomore,B+
MU-100,Exercise Science,2023,Fall,Sophomore,B-
MU-100,Exercise Science,2023,Fall,Sophomore,W
MU-100,Exercise Science,2023,Spring,Freshman,A
MU-100,Exercise Science,2023,Spring,Freshman,A-
MU-100,Exercise Science,2023,Spring,Sophomore,A
MU-100,Exercise Science,2023,Spring,Sophomore,A+
MU-100,Exercise Science,2023,Spring,Sophomore,A-
MU-100,Exercise Science,2023,Spring,Sophomore,B
MU-100,Exercise Science,2023,Spring,Sophomore,B+
MU-100,Exercise Science,2023,Spring,Sophomore,B-
MU-100,Exercise Science,2023,Spring,Sophomore,C
MU-100,Exercise Science,2023,Summer,Junior,A
MU-100,Exercise Science,2024,Fall,Freshman,A
MU-100,Exercise Science,2024,Fall,Freshman,A+
MU-100,Exercise Science,2024,Fall,Freshman,A-
MU-100,Exercise Science,2024,Fall,Freshman,B
MU-100,Exercise Science,2024,Fall,Freshman,B+
MU-100,Exercise Science,2024,Fall,Freshman,C+
MU-100,Exercise Science,2024,Fall,Freshman,D
MU-100,Exercise Science,2024,Fall,Freshman,F
MU-100,Exercise Science,2024,Fall,Junior,A
MU-100,Exercise Science,2024,Fall,Junior,A+
MU-100,Exercise Science,2024,Fall,Junior,A-
MU-100,Exercise Science,2024,Fall,Junior,C
MU-100,Exercise Science,2024,Fall,Junior,F
MU-100,Exercise Science,2024,Fall,Senior,A+
MU-100,Exercise Science,2024,Fall,Sophomore,A
MU-100,Exercise Science,2024,Fall,Sophomore,A+
MU-100,Exercise Science,2024,Fall,Sophomore,A-
MU-100,Exercise Science,2024,Fall,Sophomore,B+
MU-100,Exercise Science,2024,Fall,Sophomore,B-
MU-100,Exercise Science,2024,Fall,Sophomore,C
MU-100,Exercise Science,2024,Fall,Sophomore,C+
MU-100,Exercise Science,2024,Fall,Sophomore,F
MU-100,Exercise Science,2024,Fall,Sophomore,W
MU-100,Exercise Science,2024,Spring,Freshman,A+
MU-100,Exercise Science,2024,Spring,Freshman,B
MU-100,Exercise Science,2024,Spring,Freshman,F
MU-100,Exercise Science,2024,Spring,Junior,A
MU-100,Exercise Science,2024,Spring,Junior,A+
MU-100,Exercise Science,2024,Spring,Junior,A-
MU-100,Exercise Science,2024,Spring,Junior,B
MU-100,Exercise Science,2024,Spring,Sophomore,A
MU-100,Exercise Science,2024,Spring,Sophomore,A+
MU-100,Exercise Science,2024,Spring,Sophomore,A-
MU-100,Exercise Science,2024,Spring,Sophomore,B+
MU-100,Exercise Science,2024,Spring,Sophomore,B-
MU-100,Exercise Science,2024,Spring,Sophomore,C
MU-100,Exercise Science,2024,Summer,Junior,A
MU-100,Exercise Science,2024,Summer,Junior,A+
MU-100,Exercise Science,2024,Summer,Senior,C+
MU-100,Exercise Science,2024,Summer,Sophomore,A+
MU-100,Exercise Science,2025,Fall,Freshman,A
MU-100,Exercise Science,2025,Fall,Freshman,A+
MU-100,Exercise Science,2025,Fall,Freshman,A-
MU-100,Exercise Science,2025,Fall,Freshman,B
MU-100,Exercise Science,2025,Fall,Freshman,B+
MU-100,Exercise Science,2025,Fall,Freshman,B-
MU-100,Exercise Science,2025,Fall,Freshman,C
MU-100,Exercise Science,2025,Fall,Freshman,C+
MU-100,Exercise Science,2025,Fall,Freshman,D
MU-100,Exercise Science,2025,Fall,Junior,A+
MU-100,Exercise Science,2025,Fall,Junior,A-
MU-100,Exercise Science,2025,Fall,Junior,B
MU-100,Exercise Science,2025,Fall,Junior,B+
MU-100,Exercise Science,2025,Fall,Junior,C
MU-100,Exercise Science,2025,Fall,Senior,A+
MU-100,Exercise Science,2025,Fall,Sophomore,A
MU-100,Exercise Science,2025,Fall,Sophomore,A+
MU-100,Exercise Science,2025,Fall,Sophomore,A-
MU-100,Exercise Science,2025,Fall,Sophomore,B
MU-100,Exercise Science,2025,Fall,Sophomore,B+
MU-100,Exercise Science,2025,Fall,Sophomore,B-
MU-100,Exercise Science,2025,Fall,Sophomore,C
MU-100,Exercise Science,2025,Spring,Freshman,A
MU-100,Exercise Science,2025,Spring,Freshman,A+
MU-100,Exercise Science,2025,Spring,Freshman,A-
MU-100,Exercise Science,2025,Spring,Freshman,B
MU-100,Exercise Science,2025,Spring,Junior,A
MU-100,Exercise Science,2025,Spring,Junior,A+
MU-100,Exercise Science,2025,Spring,Junior,A-
MU-100,Exercise Science,2025,Spring,Senior,A+
MU-100,Exercise Science,2025,Spring,Sophomore,A
MU-100,Exercise Science,2025,Spring,Sophomore,A+
MU-100,Exercise Science,2025,Spring,Sophomore,A-
MU-100,Exercise Science,2025,Spring,Sophomore,B+
MU-100,Exercise Science,2025,Spring,Sophomore,B-
MU-100,Exercise Science,2025,Summer,Freshman,A
MU-100,Exercise Science,2025,Summer,Freshman,A+
MU-100,Exercise Science,2025,Summer,Junior,A+
MU-100,Exercise Science,2025,Summer,Senior,A+
MU-100,Exercise Science,2025,Summer,Sophomore,A+
MU-100,Health Promotion,2021,Fall,Sophomore,C+
MU-100,Health Promotion,2021,Summer,Freshman,A
MU-100,Health Promotion,2022,Fall,Freshman,A
MU-100,Health Promotion,2022,Fall,Freshman,A+
MU-100,Health Promotion,2022,Fall,Freshman,A-
MU-100,Health Promotion,2022,Fall,Freshman,B
MU-100,Health Promotion,2022,Fall,Freshman,B+
MU-100,Health Promotion,2022,Fall,Freshman,C+
MU-100,Health Promotion,2022,Fall,Freshman,D
MU-100,Health Promotion,2022,Fall,Freshman,RF
MU-100,Health Promotion,2022,Fall,Sophomore,A
MU-100,Health Promotion,2022,Fall,Sophomore,A+
MU-100,Health Promotion,2022,Fall,Sophomore,B
MU-100,Health Promotion,2022,Spring,Freshman,A
MU-100,Health Promotion,2022,Spring,Freshman,B+
MU-100,Health Promotion,2022,Spring,Freshman,B-
MU-100,Health Promotion,2022,Spring,Sophomore,A
MU-100,Health Promotion,2022,Spring,Sophomore,C
MU-100,Health Promotion,2022,Spring,Sophomore,C+
MU-100,Health Promotion,2023,Fall,Freshman,A
MU-100,Health Promotion,2023,Fall,Freshman,A+
MU-100,Health Promotion,2023,Fall,Freshman,A-
MU-100,Health Promotion,2023,Fall,Freshman,B
MU-100,Health Promotion,2023,Fall,Freshman,B+
MU-100,Health Promotion,2023,Fall,Freshman,B-
MU-100,Health Promotion,2023,Fall,Freshman,C
MU-100,Health Promotion,2023,Fall,Junior,A
MU-100,Health Promotion,2023,Fall,Junior,A+
MU-100,Health Promotion,2023,Fall,Junior,A-
MU-100,Health Promotion,2023,Fall,Sophomore,A
MU-100,Health Promotion,2023,Fall,Sophomore,A+
MU-100,Health Promotion,2023,Fall,Sophomore,A-
MU-100,Health Promotion,2023,Fall,Sophomore,B
MU-100,Health Promotion,2023,Fall,Sophomore,B+
MU-100,Health Promotion,2023,Spring,Freshman,A-
MU-100,Health Promotion,2023,Spring,Freshman,C
MU-100,Health Promotion,2023,Spring,Sophomore,A
MU-100,Health Promotion,2023,Spring,Sophomore,A+
MU-100,Health Promotion,2023,Spring,Sophomore,A-
MU-100,Health Promotion,2023,Spring,Sophomore,B-
MU-100,Health Promotion,2023,Spring,Sophomore,C
MU-100,Health Promotion,2023,Summer,Sophomore,A+
MU-100,Health Promotion,2024,Fall,Freshman,A
MU-100,Health Promotion,2024,Fall,Freshman,A+
MU-100,Health Promotion,2024,Fall,Freshman,A-
MU-100,Health Promotion,2024,Fall,Freshman,B
MU-100,Health Promotion,2024,Fall,Freshman,B+
MU-100,Health Promotion,2024,Fall,Freshman,D
MU-100,Health Promotion,2024,Fall,Junior,A
MU-100,Health Promotion,2024,Fall,Junior,B
MU-100,Health Promotion,2024,Fall,Junior,B+
MU-100,Health Promotion,2024,Fall,Junior,C
MU-100,Health Promotion,2024,Fall,Junior,C+
MU-100,Health Promotion,2024,Fall,Senior,A+
MU-100,Health Promotion,2024,Fall,Sophomore,A+
MU-100,Health Promotion,2024,Fall,Sophomore,A-
MU-100,Health Promotion,2024,Fall,Sophomore,B+
MU-100,Health Promotion,2024,Fall,Sophomore,C
MU-100,Health Promotion,2024,Spring,Freshman,A
MU-100,Health Promotion,2024,Spring,Freshman,A+
MU-100,Health Promotion,2024,Spring,Freshman,A-
MU-100,Health Promotion,2024,Spring,Freshman,C+
MU-100,Health Promotion,2024,Spring,Junior,A+
MU-100,Health Promotion,2024,Spring,Junior,C
MU-100,Health Promotion,2024,Spring,Sophomore,A
MU-100,Health Promotion,2024,Spring,Sophomore,A-
MU-100,Health Promotion,2024,Spring,Sophomore,B
MU-100,Health Promotion,2024,Spring,Sophomore,B-
MU-100,Health Promotion,2024,Spring,Sophomore,C
MU-100,Health Promotion,2024,Summer,Junior,A
MU-100,Health Promotion,2024,Summer,Junior,A-
MU-100,Health Promotion,2025,Fall,Freshman,A-
MU-100,Health Promotion,2025,Fall,Freshman,B
MU-100,Health Promotion,2025,Fall,Junior,A+
MU-100,Health Promotion,2025,Fall,Senior,A
MU-100,Health Promotion,2025,Fall,Senior,C
MU-100,Health Promotion,2025,Fall,Sophomore,A
MU-100,Health Promotion,2025,Fall,Sophomore,A+
MU-100,Health Promotion,2025,Fall,Sophomore,A-
MU-100,Health Promotion,2025,Fall,Sophomore,B-
MU-100,Health Promotion,2025,Spring,Freshman,A
MU-100,Health Promotion,2025,Spring,Freshman,A-
MU-100,Health Promotion,2025,Spring,Freshman,B+
MU-100,Health Promotion,2025,Spring,Junior,A
MU-100,Health Promotion,2025,Spring,Senior,A
MU-100,Health Promotion,2025,Spring,Sophomore,A
MU-100,Health Promotion,2025,Spring,Sophomore,A+
MU-100,Health Promotion,2025,Spring,Sophomore,A-
MU-100,Health Promotion,2025,Spring,Sophomore,B
MU-100,Health Promotion,2025,Spring,Sophomore,B+
MU-100,Health Promotion,2025,Spring,Sophomore,D
MU-100,Health Promotion,2025,Summer,Senior,A
MU-100,Health Promotion,2025,Summer,Sophomore,A+
MU-100,Microbiology and Infectious Disease,2013,Summer,Sophomore,XA
MU-100,Microbiology and Infectious Disease,2022,Fall,Freshman,A
MU-100,Microbiology and Infectious Disease,2022,Fall,Freshman,A+
MU-100,Microbiology and Infectious Disease,2022,Fall,Sophomore,A+
MU-100,Microbiology and Infectious Disease,2022,Summer,Sophomore,A+
MU-100,Microbiology and Infectious Disease,2023,Fall,Freshman,A
MU-100,Microbiology and Infectious Disease,2023,Fall,Junior,A
MU-100,Microbiology and Infectious Disease,2023,Fall,Sophomore,B+
MU-100,Microbiology and Infectious Disease,2023,Spring,Freshman,A
MU-100,Microbiology and Infectious Disease,2023,Spring,Junior,A+
MU-100,Microbiology and Infectious Disease,2023,Spring,Sophomore,A+
MU-100,Microbiology and Infectious Disease,2024,Fall,Freshman,A
MU-100,Microbiology and Infectious Disease,2024,Fall,Junior,A+
MU-100,Microbiology and Infectious Disease,2024,Fall,Junior,A-
MU-100,Microbiology and Infectious Disease,2024,Fall,Senior,A
MU-100,Microbiology and Infectious Disease,2024,Fall,Sophomore,A
MU-100,Microbiology and Infectious Disease,2024,Fall,Sophomore,B+
MU-100,Microbiology and Infectious Disease,2024,Spring,Junior,A
MU-100,Microbiology and Infectious Disease,2024,Spring,Junior,A-
MU-100,Microbiology and Infectious Disease,2024,Spring,Sophomore,A
MU-100,Microbiology and Infectious Disease,2024,Spring,Sophomore,A+
MU-100,Microbiology and Infectious Disease,2024,Spring,Sophomore,A-
MU-100,Microbiology and Infectious Disease,2024,Spring,Sophomore,B
MU-100,Microbiology and Infectious Disease,2024,Spring,Sophomore,B+
MU-100,Microbiology and Infectious Disease,2024,Summer,Junior,A+
MU-100,Microbiology and Infectious Disease,2025,Fall,Freshman,A
MU-100,Microbiology and Infectious Disease,2025,Fall,Junior,A
MU-100,Microbiology and Infectious Disease,2025,Fall,Junior,A-
MU-100,Microbiology and Infectious Disease,2025,Fall,Senior,A+
MU-100,Microbiology and Infectious Disease,2025,Fall,Sophomore,A+
MU-100,Microbiology and Infectious Disease,2025,Spring,Junior,A
MU-100,Microbiology and Infectious Disease,2025,Spring,Junior,A-
MU-100,Microbiology and Infectious Disease,2025,Spring,Sophomore,A
MU-100,Microbiology and Infectious Disease,2025,Spring,Sophomore,A+
MU-100,Neuroscience,2025,Fall,Freshman,F
MU-100,Neuroscience,2025,Fall,Sophomore,A+
MU-100,Neuroscience,2025,Spring,Sophomore,A
MU-100,Other,2020,Fall,Sophomore,A
MU-100,Other,2022,Fall,Freshman,C
MU-100,Other,2022,Fall,Sophomore,B+
MU-100,Other,2023,Spring,Sophomore,A+
MU-100,Other,2024,Fall,Freshman,A
MU-100,Other,2024,Fall,Sophomore,C
MU-100,Other,2024,Spring,Freshman,A
MU-100,Other,2024,Spring,Sophomore,A
MU-100,Other,2024,Summer,Sophomore,A+
MU-100,Other,2025,Fall,Freshman,A+
MU-100,Other,2025,Fall,Freshman,A-
MU-100,Other,2025,Fall,Freshman,B
MU-100,Other,2025,Fall,Freshman,B+
MU-100,Other,2025,Fall,Junior,A+
MU-100,Other,2025,Fall,Junior,B
MU-100,Other,2025,Fall,Senior,A
MU-100,Other,2025,Fall,Sophomore,A
MU-100,Other,2025,Fall,Sophomore,A+
MU-100,Other,2025,Fall,Sophomore,F
MU-100,Other,2025,Spring,Freshman,B-
MU-100,Other,2025,Spring,Sophomore,A
MU-100,Other,2025,Summer,Freshman,F
MU-110,Exercise Science,2026,Spring,Senior,NGC
MU-111,Anatomy and Physiology,2024,Fall,Sophomore,A+
MU-111,Anatomy and Physiology,2025,Spring,Senior,A-
MU-111,Anatomy and Physiology,2025,Spring,Sophomore,A+
MU-111,Behavioral and Cognitive Neuroscience,2025,Fall,Freshman,B
MU-111,Cell and Molecular Neuroscience,2024,Summer,Junior,A
MU-111,Cell and Molecular Neuroscience,2025,Spring,Senior,A-
MU-111,Environmental and Public Health,2025,Spring,Junior,A
MU-111,Exercise Science,2024,Fall,Freshman,A+
MU-111,Exercise Science,2025,Spring,Sophomore,A-
MU-111,Exercise Science,2025,Summer,Junior,A-
MU-111,Health Promotion,2025,Summer,Junior,A
MU-111,Microbiology and Infectious Disease,2025,Fall,Junior,A+
MU-117,Anatomy and Physiology,2023,Fall,Junior,A
MU-117,Anatomy and Physiology,2023,Fall,Junior,A-
MU-117,Anatomy and Physiology,2024,Fall,Junior,A+
MU-117,Exercise Science,2023,Fall,Sophomore,A
MU-117,Exercise Science,2025,Fall,Senior,A
MU-117,Microbiology and Infectious Disease,2025,Fall,Sophomore,B+
MU-118,Anatomy and Physiology,2024,Spring,Junior,A
MU-118,Anatomy and Physiology,2024,Spring,Senior,A-
MU-127,Anatomy and Physiology,2023,Fall,Junior,A-
MU-127,Anatomy and Physiology,2023,Fall,Junior,B+
MU-127,Exercise Science,2023,Fall,Sophomore,B
MU-127,Microbiology and Infectious Disease,2025,Fall,Sophomore,B+
MU-128,Anatomy and Physiology,2024,Spring,Junior,A
MU-128,Anatomy and Physiology,2024,Spring,Senior,A
MU-131,Anatomy and Physiology,2024,Spring,Junior,A
MU-131,Anatomy and Physiology,2025,Spring,Senior,A
MU-131,Exercise Science,2025,Spring,Junior,A+
MU-132,Anatomy and Physiology,2022,Fall,Sophomore,B
MU-132,Anatomy and Physiology,2024,Fall,Junior,A+
MU-132,Anatomy and Physiology,2024,Spring,Junior,A+
MU-132,Anatomy and Physiology,2024,Summer,Junior,A+
MU-132,Anatomy and Physiology,2025,Spring,Junior,A+
MU-132,Anatomy and Physiology,2025,Summer,Senior,A+
MU-132,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,A
MU-132,Behavioral and Cognitive Neuroscience,2025,Summer,Senior,A+
MU-132,Cell and Molecular Neuroscience,2022,Fall,Junior,A
MU-132,Cell and Molecular Neuroscience,2025,Fall,Junior,A-
MU-132,Exercise Science,2022,Fall,Sophomore,A
MU-132,Exercise Science,2023,Fall,Junior,A-
MU-132,Exercise Science,2024,Fall,Sophomore,A
MU-132,Exercise Science,2024,Fall,Sophomore,A+
MU-132,Exercise Science,2024,Summer,Junior,A+
MU-132,Exercise Science,2024,Summer,Sophomore,A
MU-132,Exercise Science,2024,Summer,Sophomore,A+
MU-132,Exercise Science,2025,Fall,Senior,A-
MU-132,Exercise Science,2025,Fall,Senior,B+
MU-132,Exercise Science,2025,Spring,Junior,A
MU-132,Exercise Science,2025,Spring,Junior,A+
MU-132,Exercise Science,2025,Spring,Sophomore,A+
MU-132,Exercise Science,2025,Summer,Junior,A+
MU-132,Exercise Science,2025,Summer,Senior,A+
MU-132,Health Promotion,2023,Spring,Sophomore,B
MU-132,Health Promotion,2023,Summer,Freshman,W
MU-132,Health Promotion,2023,Summer,Junior,A+
MU-132,Health Promotion,2023,Summer,Sophomore,A
MU-132,Health Promotion,2024,Fall,Freshman,C+
MU-132,Health Promotion,2024,Summer,Junior,A+
MU-132,Health Promotion,2024,Summer,Senior,A-
MU-132,Health Promotion,2025,Fall,Junior,A
MU-132,Health Promotion,2025,Spring,Junior,A+
MU-132,Health Promotion,2025,Summer,Junior,A+
MU-132,Health Promotion,2025,Summer,Senior,A+
MU-132,Microbiology and Infectious Disease,2023,Summer,Junior,A+
MU-132,Microbiology and Infectious Disease,2024,Summer,Junior,A+
MU-132,Microbiology and Infectious Disease,2025,Fall,Senior,A-
MU-132,Other,2025,Fall,Sophomore,B+
MU-133,Anatomy and Physiology,2024,Spring,Junior,B-
MU-133,Cell and Molecular Neuroscience,2024,Summer,Junior,A
MU-133,Exercise Science,2021,Fall,Freshman,B
MU-133,Exercise Science,2025,Spring,Sophomore,A-
MU-133,Microbiology and Infectious Disease,2025,Spring,Sophomore,B-
MU-133,Microbiology and Infectious Disease,2025,Spring,Sophomore,C
MU-150,Anatomy and Physiology,2023,Fall,Junior,A
MU-150,Anatomy and Physiology,2025,Fall,Senior,A+
MU-150,Exercise Science,2023,Fall,Sophomore,A
MU-150,Microbiology and Infectious Disease,2025,Fall,Sophomore,A+
MU-151B,Anatomy and Physiology,2024,Spring,Junior,A+
MU-159,Microbiology and Infectious Disease,2022,Fall,Freshman,A+
MU-170D,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,A
MU-170D,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,A+
MU-170D,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,A+
MU-202,Anatomy and Physiology,2024,Fall,Sophomore,A+
MU-202,Anatomy and Physiology,2025,Fall,Senior,A+
MU-202,Behavioral and Cognitive Neuroscience,2025,Fall,Freshman,B+
MU-202,Environmental and Public Health,2024,Fall,Sophomore,B
MU-202,Environmental and Public Health,2025,Fall,Junior,A-
MU-202,Environmental and Public Health,2025,Spring,Sophomore,A
MU-202,Exercise Science,2021,Fall,Freshman,A+
MU-202,Exercise Science,2024,Fall,Sophomore,A+
MU-202,Exercise Science,2025,Fall,Junior,A+
MU-202,Exercise Science,2025,Fall,Sophomore,A+
MU-202,Exercise Science,2025,Spring,Sophomore,A+
MU-202,Microbiology and Infectious Disease,2022,Fall,Freshman,A
MU-202,Microbiology and Infectious Disease,2023,Fall,Sophomore,A
MU-202,Microbiology and Infectious Disease,2023,Spring,Sophomore,A
MU-202,Microbiology and Infectious Disease,2025,Spring,Senior,A+
MU-204,Anatomy and Physiology,2022,Fall,Freshman,A
MU-204,Anatomy and Physiology,2022,Fall,Sophomore,A
MU-204,Anatomy and Physiology,2023,Fall,Junior,A
MU-204,Anatomy and Physiology,2023,Fall,Sophomore,A
MU-204,Anatomy and Physiology,2024,Fall,Junior,A
MU-204,Anatomy and Physiology,2024,Fall,Senior,A
MU-204,Anatomy and Physiology,2024,Fall,Sophomore,A
MU-204,Anatomy and Physiology,2025,Fall,Freshman,I
MU-204,Anatomy and Physiology,2025,Fall,Junior,A
MU-204,Anatomy and Physiology,2025,Fall,Senior,A
MU-204,Behavioral and Cognitive Neuroscience,2022,Fall,Junior,A
MU-204,Behavioral and Cognitive Neuroscience,2022,Fall,Sophomore,A
MU-204,Behavioral and Cognitive Neuroscience,2023,Fall,Junior,A
MU-204,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,A
MU-204,Exercise Science,2024,Fall,Freshman,A
MU-204,Exercise Science,2025,Fall,Freshman,A
MU-204,Exercise Science,2025,Fall,Junior,A
MU-204,Exercise Science,2025,Fall,Sophomore,A
MU-204,Exercise Science,2025,Fall,Sophomore,B
MU-204,Health Promotion,2023,Fall,Freshman,A
MU-204,Health Promotion,2024,Fall,Freshman,A
MU-204,Health Promotion,2024,Fall,Sophomore,A
MU-204,Health Promotion,2025,Fall,Junior,A
MU-204,Health Promotion,2025,Fall,Sophomore,A
MU-204,Health Promotion,2025,Fall,Sophomore,B-
MU-204,Microbiology and Infectious Disease,2022,Fall,Sophomore,A
