course_id,major_group,total_enrollments,most_common_grade,most_common_level,most_common_term,timing,timing_grade
MIP-400A,Microbiology and Infectious Disease,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
MIP-400C,Microbiology and Infectious Disease,13,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-400H,Anatomy and Physiology,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
MIP-400H,Microbiology and Infectious Disease,9,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-410,Microbiology and Infectious Disease,9,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-420,Anatomy and Physiology,3,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
MIP-420,Microbiology and Infectious Disease,51,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
MIP-420,Other,1,D,Senior,Fall,Senior (Fall),Senior (Fall) | D
MIP-443,Anatomy and Physiology,1,B,Senior,Spring,Senior (Spring),Senior (Spring) | B
MIP-443,Microbiology and Infectious Disease,4,B,Senior,Spring,Senior (Spring),Senior (Spring) | B
MIP-450,Anatomy and Physiology,3,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-450,Microbiology and Infectious Disease,63,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-450,Other,2,C,Senior,Fall,Senior (Fall),Senior (Fall) | C
MIP-462,Microbiology and Infectious Disease,6,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-495,Anatomy and Physiology,4,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-495,Cell and Molecular Neuroscience,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-495,Microbiology and Infectious Disease,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-496,Microbiology and Infectious Disease,13,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-498,Anatomy and Physiology,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
MIP-498,Microbiology and Infectious Disease,11,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
MIP-498,Other,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
MIP-525,Microbiology and Infectious Disease,3,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-542,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MIP-550,Microbiology and Infectious Disease,2,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
MIP-554,Behavioral and Cognitive Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
MIP-554,Microbiology and Infectious Disease,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
MIP-651,Microbiology and Infectious Disease,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
MKT-300,Anatomy and Physiology,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MKT-300,Exercise Science,1,C,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | C
MKT-300,Health Promotion,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MKT-305,Anatomy and Physiology,2,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
MKT-305,Behavioral and Cognitive Neuroscience,1,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
MKT-305,Environmental and Public Health,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MKT-305,Exercise Science,10,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
MKT-305,Health Promotion,165,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
MKT-305,Microbiology and Infectious Disease,1,A-,Junior,Spring,Junior (Spring),Junior (Spring) | A-
MKT-305,Other,5,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
MKT-307,Exercise Science,2,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
MKT-307,Health Promotion,6,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
MKT-330,Environmental and Public Health,1,C+,Senior,Fall,Senior (Fall),Senior (Fall) | C+
MKT-330,Exercise Science,1,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
MKT-330,Health Promotion,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MKT-362,Exercise Science,1,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
MKT-363,Exercise Science,1,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
MKT-363,Health Promotion,1,B+,Senior,Fall,Senior (Fall),Senior (Fall) | B+
MKT-440,Anatomy and Physiology,1,B-,Senior,Spring,Senior (Spring),Senior (Spring) | B-
MKT-492,Cell and Molecular Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MLSC-101,Anatomy and Physiology,4,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
MLSC-101,Exercise Science,8,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
MLSC-101,Health Promotion,2,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
MLSC-101,Microbiology and Infectious Disease,3,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
MLSC-101,Neuroscience,1,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
MLSC-101,Other,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
MLSC-102,Anatomy and Physiology,2,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
MLSC-102,Exercise Science,7,A+,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A+
MLSC-102,Health Promotion,1,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
MLSC-102,Microbiology and Infectious Disease,2,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
MLSC-196,Anatomy and Physiology,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
MLSC-196,Exercise Science,8,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
MLSC-196,Health Promotion,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
MLSC-196,Microbiology and Infectious Disease,3,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
MLSC-196,Neuroscience,1,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
MLSC-196,Other,1,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
MLSC-197,Anatomy and Physiology,2,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
MLSC-197,Exercise Science,7,A+,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A+
MLSC-197,Health Promotion,1,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
MLSC-197,Microbiology and Infectious Disease,2,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
MLSC-201,Anatomy and Physiology,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MLSC-201,Exercise Science,7,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
MLSC-201,Health Promotion,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MLSC-201,Microbiology and Infectious Disease,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MLSC-202,Anatomy and Physiology,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
MLSC-202,Exercise Science,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
MLSC-202,Health Promotion,2,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
MLSC-202,Microbiology and Infectious Disease,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
MLSC-296,Anatomy and Physiology,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
MLSC-296,Exercise Science,7,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
MLSC-296,Health Promotion,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
MLSC-296,Microbiology and Infectious Disease,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
MLSC-297,Anatomy and Physiology,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
MLSC-297,Exercise Science,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
MLSC-297,Health Promotion,2,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
MLSC-297,Microbiology and Infectious Disease,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
MLSC-301,Anatomy and Physiology,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
MLSC-301,Exercise Science,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
MLSC-301,Health Promotion,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
MLSC-301,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MLSC-302,Exercise Science,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
MLSC-302,Health Promotion,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
MLSC-357,Exercise Science,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
MLSC-396,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MLSC-396,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MLSC-396,Health Promotion,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
MLSC-396,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MLSC-397,Exercise Science,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
MLSC-397,Health Promotion,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
MLSC-401,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MLSC-401,Health Promotion,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MLSC-402,Exercise Science,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
MLSC-402,Health Promotion,1,A-,Senior,Spring,Senior (Spring),Senior (Spring) | A-
MLSC-496,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MLSC-496,Health Promotion,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
MLSC-497,Exercise Science,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
MLSC-497,Health Promotion,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
MU-100,Anatomy and Physiology,135,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
MU-100,Behavioral and Cognitive Neuroscience,19,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
MU-100,Cell and Molecular Neuroscience,9,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
MU-100,Environmental and Public Health,16,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
MU-100,Exercise Science,356,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
MU-100,Health Promotion,156,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
MU-100,Microbiology and Infectious Disease,42,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
MU-100,Neuroscience,3,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
MU-100,Other,28,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
MU-111,Anatomy and Physiology,3,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
MU-111,Behavioral and Cognitive Neuroscience,1,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
MU-111,Cell and Molecular Neuroscience,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
MU-111,Environmental and Public Health,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
MU-111,Exercise Science,3,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
MU-111,Health Promotion,2,A,Junior,Summer,Junior (Summer),Junior (Summer) | A
MU-111,Microbiology and Infectious Disease,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
MU-117,Anatomy and Physiology,3,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MU-117,Exercise Science,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MU-117,Microbiology and Infectious Disease,1,B+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B+
MU-118,Anatomy and Physiology,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
MU-131,Anatomy and Physiology,2,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
MU-131,Exercise Science,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
MU-132,Anatomy and Physiology,6,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
MU-132,Behavioral and Cognitive Neuroscience,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MU-132,Cell and Molecular Neuroscience,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MU-132,Exercise Science,19,A+,Junior,Summer,Junior (Summer),Junior (Summer) | A+
MU-132,Health Promotion,13,A+,Junior,Summer,Junior (Summer),Junior (Summer) | A+
MU-132,Microbiology and Infectious Disease,3,A+,Junior,Summer,Junior (Summer),Junior (Summer) | A+
MU-132,Other,1,B+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B+
MU-133,Anatomy and Physiology,1,B-,Junior,Spring,Junior (Spring),Junior (Spring) | B-
MU-133,Cell and Molecular Neuroscience,1,A,Junior,Summer,Junior (Summer),Junior (Summer) | A
MU-133,Exercise Science,2,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
MU-133,Microbiology and Infectious Disease,2,B-,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B-
MU-159,Microbiology and Infectious Disease,1,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
MU-170D,Behavioral and Cognitive Neuroscience,3,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
MU-217,Anatomy and Physiology,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MU-218,Anatomy and Physiology,2,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
MU-232,Health Promotion,1,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
MU-272C,Exercise Science,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
MU-272E,Anatomy and Physiology,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
MU-272H,Anatomy and Physiology,3,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MU-272I,Exercise Science,5,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MU-272P,Anatomy and Physiology,3,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MU-272P,Exercise Science,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
MU-272Q,Anatomy and Physiology,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MU-272S,Microbiology and Infectious Disease,3,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MU-272V,Exercise Science,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
MU-272V,Microbiology and Infectious Disease,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
MU-274A,Cell and Molecular Neuroscience,3,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
MU-274F,Exercise Science,5,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MU-275S,Microbiology and Infectious Disease,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
MU-275T,Anatomy and Physiology,4,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
MU-333,Exercise Science,3,A+,Junior,Summer,Junior (Summer),Junior (Summer) | A+
MU-334,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MU-342,Behavioral and Cognitive Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MU-465,Exercise Science,1,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
MU-472T,Anatomy and Physiology,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
MU-496I,Health Promotion,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
MU-496I,Microbiology and Infectious Disease,3,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
NB-192,Anatomy and Physiology,4,S,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | S
NB-192,Behavioral and Cognitive Neuroscience,82,S,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | S
NB-192,Cell and Molecular Neuroscience,41,S,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | S
NB-192,Environmental and Public Health,1,S,Freshman,Fall,Freshman (Fall),Freshman (Fall) | S
NB-192,Exercise Science,3,S,Freshman,Fall,Freshman (Fall),Freshman (Fall) | S
NB-192,Health Promotion,1,S,Freshman,Fall,Freshman (Fall),Freshman (Fall) | S
NB-192,Microbiology and Infectious Disease,1,S,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | S
NB-192,Neuroscience,18,S,Freshman,Fall,Freshman (Fall),Freshman (Fall) | S
NB-192,Other,8,S,Freshman,Fall,Freshman (Fall),Freshman (Fall) | S
NB-292,Behavioral and Cognitive Neuroscience,31,S,Junior,Spring,Junior (Spring),Junior (Spring) | S
NB-292,Cell and Molecular Neuroscience,12,S,Junior,Spring,Junior (Spring),Junior (Spring) | S
NB-292,Neuroscience,2,S,Freshman,Spring,Freshman (Spring),Freshman (Spring) | S
NB-399,Behavioral and Cognitive Neuroscience,34,S,Senior,Fall,Senior (Fall),Senior (Fall) | S
NB-399,Cell and Molecular Neuroscience,27,S,Senior,Fall,Senior (Fall),Senior (Fall) | S
NB-399,Other,2,S,Junior,Fall,Junior (Fall),Junior (Fall) | S
NB-493,Behavioral and Cognitive Neuroscience,21,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
NB-493,Cell and Molecular Neuroscience,15,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
NB-493,Other,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
NB-495,Behavioral and Cognitive Neuroscience,1,S,Senior,Spring,Senior (Spring),Senior (Spring) | S
NB-499,Behavioral and Cognitive Neuroscience,21,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
NB-499,Cell and Molecular Neuroscience,13,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
NB-499,Other,1,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
NR-120A,Environmental and Public Health,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
NR-120A,Exercise Science,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
NR-120A,Health Promotion,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
NR-130,Behavioral and Cognitive Neuroscience,1,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
NR-130,Environmental and Public Health,1,A,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A
NR-130,Exercise Science,5,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
NR-130,Health Promotion,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
NR-150,Anatomy and Physiology,3,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
NR-150,Environmental and Public Health,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
NR-150,Exercise Science,10,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
NR-150,Health Promotion,8,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
NR-192,Exercise Science,1,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
NR-193,Exercise Science,1,C,Freshman,Spring,Freshman (Spring),Freshman (Spring) | C
NR-300,Exercise Science,1,B+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B+
NR-300,Health Promotion,1,C+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C+
NR-320,Behavioral and Cognitive Neuroscience,1,A-,Senior,Spring,Senior (Spring),Senior (Spring) | A-
NR-320,Exercise Science,1,W,Senior,Fall,Senior (Fall),Senior (Fall) | W
NR-320,Neuroscience,1,B+,Freshman,Summer,Freshman (Summer),Freshman (Summer) | B+
NR-370,Anatomy and Physiology,1,C+,Senior,Spring,Senior (Spring),Senior (Spring) | C+
NRRT-231,Microbiology and Infectious Disease,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
NRRT-250,Microbiology and Infectious Disease,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
NRRT-262,Microbiology and Infectious Disease,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
NRRT-270,Exercise Science,2,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
NRRT-270,Health Promotion,1,B-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B-
NRRT-280A3,Exercise Science,1,S,Senior,Spring,Senior (Spring),Senior (Spring) | S
NRRT-280A4,Anatomy and Physiology,1,S,Senior,Spring,Senior (Spring),Senior (Spring) | S
NRRT-280A4,Exercise Science,1,S,Senior,Spring,Senior (Spring),Senior (Spring) | S
NRRT-280A5,Exercise Science,1,S,Senior,Fall,Senior (Fall),Senior (Fall) | S
NRRT-320,Exercise Science,1,W,Senior,Summer,Senior (Summer),Senior (Summer) | W
NRRT-350,Exercise Science,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
NRRT-351,Anatomy and Physiology,1,NGC,Senior,Spring,Senior (Spring),Senior (Spring) | NGC
NRRT-372,Health Promotion,1,A-,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A-
NRRT-495A,Behavioral and Cognitive Neuroscience,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
NRRT-495C,Behavioral and Cognitive Neuroscience,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
NSCI-170,Exercise Science,1,XI,Freshman,Fall,Freshman (Fall),Freshman (Fall) | XI
NSCI-193,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
NSCI-193,Exercise Science,2,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
OT-110,Anatomy and Physiology,5,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
OT-110,Environmental and Public Health,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
OT-110,Exercise Science,16,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
OT-110,Health Promotion,16,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
OT-110,Neuroscience,1,D,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | D
OT-110,Other,1,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
OT-215,Anatomy and Physiology,139,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
OT-215,Behavioral and Cognitive Neuroscience,8,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
OT-215,Cell and Molecular Neuroscience,8,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
OT-215,Environmental and Public Health,2,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
OT-215,Exercise Science,253,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
OT-215,Health Promotion,105,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
OT-215,Microbiology and Infectious Disease,40,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
OT-215,Neuroscience,1,F,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | F
OT-215,Other,13,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
OT-355,Anatomy and Physiology,4,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
OT-355,Exercise Science,5,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
OT-355,Health Promotion,1,A,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A
OT-355,Microbiology and Infectious Disease,1,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PBHL-516,Environmental and Public Health,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PBHL-516,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PBHL-516,Health Promotion,2,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PBHL-516,Other,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PBHL-550,Exercise Science,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PBHL-550,Health Promotion,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PBHL-560,Environmental and Public Health,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PBHL-560,Other,1,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
PBHL-570,Environmental and Public Health,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PBHL-570,Other,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-110,Anatomy and Physiology,1,C+,Freshman,Spring,Freshman (Spring),Freshman (Spring) | C+
PH-110,Environmental and Public Health,1,D,Freshman,Fall,Freshman (Fall),Freshman (Fall) | D
PH-110,Exercise Science,1,B-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B-
PH-110,Health Promotion,3,W,Freshman,Spring,Freshman (Spring),Freshman (Spring) | W
PH-121,Anatomy and Physiology,191,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-121,Behavioral and Cognitive Neuroscience,39,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-121,Cell and Molecular Neuroscience,21,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
PH-121,Environmental and Public Health,18,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
PH-121,Exercise Science,237,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PH-121,Health Promotion,14,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
PH-121,Microbiology and Infectious Disease,55,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-121,Other,12,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-122,Anatomy and Physiology,82,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PH-122,Behavioral and Cognitive Neuroscience,6,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-122,Cell and Molecular Neuroscience,17,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-122,Environmental and Public Health,2,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PH-122,Exercise Science,53,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-122,Microbiology and Infectious Disease,15,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-141,Anatomy and Physiology,10,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PH-141,Behavioral and Cognitive Neuroscience,2,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
PH-141,Cell and Molecular Neuroscience,9,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PH-141,Environmental and Public Health,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-141,Exercise Science,7,W,Junior,Spring,Junior (Spring),Junior (Spring) | W
PH-141,Health Promotion,3,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
PH-141,Microbiology and Infectious Disease,4,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PH-141,Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PH-141,Other,1,W,Junior,Summer,Junior (Summer),Junior (Summer) | W
PH-142,Anatomy and Physiology,1,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
PH-142,Cell and Molecular Neuroscience,7,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PH-142,Environmental and Public Health,1,W,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | W
PH-142,Exercise Science,2,C,Junior,Fall,Junior (Fall),Junior (Fall) | C
PH-142,Health Promotion,1,F,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | F
